"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 27, 2016","16,872.95","16,869.35","16,995.00","16,827.35","127.30K","-0.76"
"Apr 26, 2016","17,002.55","16,647.75","17,029.85","16,572.00","104.75K","1.94"
"Apr 25, 2016","16,678.65","16,746.95","16,767.90","16,605.00","80.06K","-0.15"
"Apr 22, 2016","16,703.40","16,641.05","16,755.85","16,549.10","117.89K","0.40"
"Apr 21, 2016","16,637.15","16,526.55","16,769.55","16,526.55","149.13K","1.76"
"Apr 20, 2016","16,349.70","16,299.50","16,386.35","16,160.55","85.64K","0.78"
"Apr 18, 2016","16,222.70","16,328.70","16,330.55","16,011.90","63.26K","-0.34"
"Apr 13, 2016","16,278.55","16,087.95","16,349.70","16,080.55","84.61K","2.51"
"Apr 12, 2016","15,880.20","15,809.10","15,958.80","15,794.15","66.75K","0.39"
"Apr 11, 2016","15,818.50","15,623.35","15,853.85","15,440.25","72.00K","1.61"
"Apr 08, 2016","15,568.35","15,519.30","15,642.70","15,483.05","53.83K","0.24"
"Apr 07, 2016","15,530.75","15,668.95","15,726.60","15,458.05","70.93K","-0.68"
"Apr 06, 2016","15,636.95","15,750.15","15,768.55","15,578.55","71.13K","-0.37"
"Apr 05, 2016","15,695.00","16,127.45","16,147.15","15,659.75","125.88K","-3.06"
"Apr 04, 2016","16,190.60","16,236.90","16,278.50","16,046.50","72.46K","0.10"
"Apr 01, 2016","16,174.90","16,099.65","16,235.80","16,020.60","90.42K","0.21"
"Mar 31, 2016","16,141.65","16,134.40","16,282.75","16,062.05","161.95K","0.04"
"Mar 30, 2016","16,134.85","15,829.60","16,167.50","15,762.20","93.83K","2.99"
"Mar 29, 2016","15,666.25","15,583.10","15,774.10","15,580.80","69.54K","0.39"
"Mar 28, 2016","15,604.90","15,867.75","15,890.70","15,522.20","83.53K","-1.78"
"Mar 23, 2016","15,887.75","15,884.25","15,919.60","15,799.95","64.08K","-0.30"
"Mar 22, 2016","15,936.00","15,930.45","15,967.85","15,779.15","58.61K","0.06"
"Mar 21, 2016","15,926.10","15,735.55","15,945.80","15,735.55","73.60K","1.73"
"Mar 18, 2016","15,654.85","15,485.80","15,678.55","15,456.20","71.78K","1.37"
"Mar 17, 2016","15,444.00","15,622.30","15,704.75","15,312.50","103.77K","-0.11"
"Mar 16, 2016","15,461.70","15,304.35","15,489.50","15,178.30","80.44K","0.88"
"Mar 15, 2016","15,326.80","15,310.45","15,386.85","15,268.10","75.74K","0.32"
"Mar 14, 2016","15,277.80","15,309.05","15,416.15","15,220.15","62.57K","0.72"
"Mar 11, 2016","15,168.20","15,133.75","15,343.55","15,024.80","76.98K","-0.08"
"Mar 10, 2016","15,180.65","15,347.45","15,354.15","15,098.50","71.23K","-0.64"
"Mar 09, 2016","15,279.05","15,022.35","15,331.25","14,989.40","103.17K","0.88"
"Mar 08, 2016","15,146.50","15,323.45","15,326.65","15,066.50","93.41K","-1.26"
"Mar 04, 2016","15,339.20","15,243.75","15,451.75","15,005.50","131.36K","1.06"
"Mar 03, 2016","15,177.75","15,150.05","15,206.25","15,000.05","106.18K","0.57"
"Mar 02, 2016","15,092.45","14,770.35","15,138.70","14,767.30","176.24K","4.71"
"Mar 01, 2016","14,412.90","14,064.80","14,445.70","14,064.80","99.32K","3.34"
"Feb 29, 2016","13,946.40","13,818.90","14,222.30","13,407.25","262.46K","1.12"
"Feb 26, 2016","13,791.45","13,715.10","13,889.25","13,595.20","102.34K","1.74"
"Feb 25, 2016","13,555.70","13,844.45","13,844.45","13,519.90","107.79K","-1.73"
"Feb 24, 2016","13,794.05","13,873.70","13,974.50","13,760.25","92.13K","-1.53"
"Feb 23, 2016","14,008.35","14,373.30","14,373.30","13,961.75","81.43K","-2.62"
"Feb 22, 2016","14,384.80","14,331.20","14,467.15","14,322.65","68.27K","0.28"
"Feb 19, 2016","14,344.20","14,243.45","14,395.85","14,207.35","99.33K","0.32"
"Feb 18, 2016","14,298.15","14,301.75","14,385.65","14,180.90","108.99K","1.26"
"Feb 17, 2016","14,119.85","14,165.25","14,186.10","13,892.10","132.91K","-0.33"
"Feb 16, 2016","14,166.45","14,602.25","14,602.25","14,136.80","122.48K","-1.93"
"Feb 15, 2016","14,445.00","14,120.90","14,548.15","14,120.50","173.68K","3.39"
"Feb 12, 2016","13,971.50","14,088.60","14,154.55","13,810.60","159.08K","-0.41"
"Feb 11, 2016","14,028.55","14,518.65","14,530.80","13,969.85","177.10K","-3.84"
"Feb 10, 2016","14,588.45","14,740.20","14,779.15","14,490.20","125.48K","-1.93"
"Feb 09, 2016","14,875.10","14,830.40","14,964.90","14,760.80","104.65K","-1.14"
"Feb 08, 2016","15,046.80","15,206.30","15,367.90","14,960.10","89.20K","-0.76"
"Feb 05, 2016","15,162.05","14,928.25","15,211.90","14,890.90","97.27K","1.97"
"Feb 04, 2016","14,869.15","14,969.20","14,978.35","14,761.40","91.11K","0.24"
"Feb 03, 2016","14,834.05","14,897.40","14,947.80","14,777.75","84.64K","-1.55"
"Feb 02, 2016","15,068.00","15,353.60","15,463.45","15,018.85","117.35K","-1.61"
"Feb 01, 2016","15,314.45","15,547.75","15,565.50","15,281.35","101.91K","-1.34"
"Jan 29, 2016","15,522.40","15,140.15","15,554.90","15,136.85","137.13K","0.92"
"Jan 28, 2016","15,381.45","15,569.55","15,572.20","15,349.75","85.68K","-0.99"
"Jan 27, 2016","15,534.60","15,648.40","15,673.95","15,442.20","68.64K","-0.17"
"Jan 25, 2016","15,561.15","15,667.00","15,682.65","15,495.10","66.20K","0.41"
"Jan 22, 2016","15,497.55","15,343.15","15,575.65","15,274.90","87.61K","2.62"
"Jan 21, 2016","15,101.20","15,132.20","15,364.60","14,918.15","109.78K","1.11"
"Jan 20, 2016","14,935.50","15,059.50","15,533.45","14,754.65","92.65K","-2.19"
"Jan 19, 2016","15,269.65","15,086.75","15,338.20","15,086.75","85.10K","1.66"
"Jan 18, 2016","15,020.80","15,165.20","15,270.40","14,956.95","121.19K","-1.22"
"Jan 15, 2016","15,206.30","15,621.85","15,650.70","15,154.35","98.89K","-2.58"
"Jan 14, 2016","15,609.80","15,612.10","15,803.20","15,453.40","81.79K","-1.65"
"Jan 13, 2016","15,871.85","15,835.05","15,956.25","15,532.25","113.38K","0.87"
"Jan 12, 2016","15,734.80","16,080.40","16,080.40","15,699.40","98.50K","-1.76"
"Jan 11, 2016","16,016.25","15,979.05","16,156.80","15,840.60","67.30K","-0.78"
"Jan 08, 2016","16,142.65","16,135.40","16,229.00","16,104.10","53.48K","0.43"
"Jan 07, 2016","16,073.85","16,256.55","16,256.55","16,049.75","76.23K","-2.19"
"Jan 06, 2016","16,433.15","16,505.45","16,614.95","16,377.65","55.22K","-0.66"
"Jan 05, 2016","16,542.50","16,652.05","16,670.20","16,474.85","53.65K","-0.34"
"Jan 04, 2016","16,599.15","16,966.35","16,966.35","16,575.45","52.32K","-2.58"
"Jan 01, 2016","17,039.25","16,932.50","17,067.45","16,824.05","29.22K","0.69"
"Dec 31, 2015","16,922.20","16,916.05","16,972.25","16,896.65","59.19K","0.03"
"Dec 30, 2015","16,917.90","16,997.50","17,011.30","16,889.05","40.94K","-0.43"
"Dec 29, 2015","16,991.45","16,988.30","17,045.55","16,921.15","36.30K","0.07"
"Dec 28, 2015","16,979.15","16,843.40","17,019.00","16,843.40","41.14K","1.00"
"Dec 24, 2015","16,811.00","16,926.95","16,939.60","16,756.90","27.09K","-0.42"
"Dec 23, 2015","16,882.50","16,828.35","16,913.15","16,812.50","37.20K","0.80"
"Dec 22, 2015","16,749.20","16,810.70","16,946.10","16,704.15","55.65K","-0.45"
"Dec 21, 2015","16,825.15","16,593.40","16,848.60","16,580.65","43.04K","1.39"
"Dec 18, 2015","16,594.30","16,719.45","16,737.70","16,572.75","68.36K","-0.88"
"Dec 17, 2015","16,741.50","16,704.05","16,771.80","16,544.65","72.12K","0.98"
"Dec 16, 2015","16,579.40","16,464.50","16,640.40","16,363.90","67.66K","1.10"
"Dec 15, 2015","16,398.65","16,342.35","16,425.15","16,188.05","56.41K","0.29"
"Dec 14, 2015","16,350.65","16,212.40","16,440.85","16,205.80","60.76K","0.05"
"Dec 11, 2015","16,342.50","16,751.35","16,758.70","16,260.10","79.36K","-2.21"
"Dec 10, 2015","16,711.05","16,697.20","16,745.25","16,573.15","50.82K","0.30"
"Dec 09, 2015","16,660.75","16,762.15","16,868.60","16,626.55","41.30K","-0.84"
"Dec 08, 2015","16,801.15","16,888.65","16,943.05","16,783.65","43.13K","-0.86"
"Dec 07, 2015","16,947.00","17,018.00","17,031.85","16,921.75","34.91K","0.29"
"Dec 04, 2015","16,897.30","17,009.45","17,009.45","16,880.35","47.28K","-1.24"
"Dec 03, 2015","17,110.10","17,137.80","17,219.00","17,080.25","41.69K","-0.63"
"Dec 02, 2015","17,218.50","17,457.15","17,470.85","17,164.00","40.85K","-1.03"
"Dec 01, 2015","17,398.55","17,456.75","17,495.45","17,353.85","40.75K","-0.18"
"Nov 30, 2015","17,430.40","17,336.25","17,498.35","17,336.25","57.55K","0.34"
"Nov 27, 2015","17,370.95","17,095.20","17,403.65","17,049.55","70.13K","1.96"
"Nov 26, 2015","17,036.55","16,988.20","17,111.45","16,972.60","74.81K","0.28"
"Nov 24, 2015","16,988.65","17,012.85","17,108.40","16,964.90","39.69K","-0.42"
"Nov 23, 2015","17,060.25","17,120.25","17,126.35","16,969.35","45.47K","0.03"
"Nov 20, 2015","17,055.60","17,022.70","17,262.85","16,931.30","56.53K","-0.10"
"Nov 19, 2015","17,071.90","16,944.35","17,110.35","16,874.70","42.91K","1.55"
"Nov 18, 2015","16,812.10","17,108.90","17,186.70","16,787.55","44.25K","-1.92"
"Nov 17, 2015","17,140.45","17,302.55","17,302.55","17,028.20","53.70K","-0.26"
"Nov 16, 2015","17,184.90","16,881.65","17,230.50","16,855.50","50.71K","1.49"
"Nov 13, 2015","16,932.85","16,829.30","16,962.55","16,741.80","47.16K","0.58"
"Nov 11, 2015","16,836.00","16,836.00","16,836.00","16,836.00","0","0.00"
"Nov 10, 2015","16,836.00","16,895.20","17,047.30","16,805.05","60.87K","-0.98"
"Nov 09, 2015","17,003.00","16,667.90","17,069.00","16,587.25","80.56K","-0.49"
"Nov 06, 2015","17,086.50","17,003.00","17,143.60","16,911.60","120.19M","0.54"
"Nov 05, 2015","16,995.10","17,166.45","17,166.45","16,957.35","46.71M","-1.31"
"Nov 04, 2015","17,221.05","17,449.00","17,449.00","17,175.65","41.02M","-0.60"
"Nov 03, 2015","17,325.60","17,436.50","17,466.20","17,265.05","44.37M","-0.09"
"Nov 02, 2015","17,340.60","17,351.45","17,372.25","17,208.95","48.71M","-0.08"
"Oct 30, 2015","17,354.50","17,249.90","17,399.10","17,170.35","76.28M","0.83"
"Oct 29, 2015","17,212.20","17,388.40","17,400.20","17,178.85","83.59M","-0.93"
"Oct 28, 2015","17,373.15","17,589.35","17,682.45","17,281.40","88.77M","-2.43"
"Oct 27, 2015","17,806.30","17,738.45","17,855.35","17,738.45","44.42M","-0.05"
"Oct 26, 2015","17,815.05","18,027.10","18,029.05","17,798.65","48.48M","-0.66"
"Oct 23, 2015","17,934.05","17,859.75","17,980.50","17,852.55","52.77M","1.26"
"Oct 21, 2015","17,710.55","17,814.55","17,891.75","17,565.35","75.99M","-0.67"
"Oct 20, 2015","17,830.25","17,843.65","17,940.40","17,755.65","43.60M","-0.14"
"Oct 19, 2015","17,855.05","17,911.65","17,954.90","17,817.95","33.08M","-0.32"
"Oct 16, 2015","17,912.85","17,701.50","17,947.75","17,583.55","47.12M","1.28"
"Oct 15, 2015","17,686.10","17,604.45","17,752.70","17,582.85","45.58M","0.81"
"Oct 14, 2015","17,543.25","17,453.00","17,598.10","17,434.05","36.20M","-0.07"
"Oct 13, 2015","17,554.85","17,530.55","17,632.25","17,473.70","42.88M","-0.16"
"Oct 12, 2015","17,583.15","17,642.60","17,759.80","17,546.95","51.85M","-0.04"
"Oct 09, 2015","17,590.25","17,640.40","17,749.55","17,498.45","56.21M","0.66"
"Oct 08, 2015","17,474.30","17,622.85","17,622.85","17,401.20","50.87M","-0.81"
"Oct 07, 2015","17,616.80","17,577.50","17,674.55","17,500.35","50.52M","0.07"
"Oct 06, 2015","17,605.35","17,822.70","17,827.15","17,493.75","54.33M","-0.39"
"Oct 05, 2015","17,674.05","17,373.55","17,699.75","17,362.70","63.89M","3.05"
"Oct 01, 2015","17,150.20","17,362.95","17,390.60","17,111.65","47.94M","-0.38"
"Sep 30, 2015","17,216.30","17,404.75","17,449.85","17,100.20","69.97M","-0.38"
"Sep 29, 2015","17,281.20","16,859.75","17,461.35","16,648.30","121.82M","1.06"
"Sep 28, 2015","17,100.30","17,286.25","17,384.75","17,073.95","44.27M","-0.56"
"Sep 24, 2015","17,196.65","17,206.10","17,283.10","17,070.55","57.93M","-0.34"
"Sep 23, 2015","17,255.30","16,783.80","17,309.70","16,759.00","62.56M","1.32"
"Sep 22, 2015","17,031.15","17,574.60","17,652.35","16,946.25","66.79M","-2.92"
"Sep 21, 2015","17,542.90","17,186.05","17,571.30","17,178.85","54.44M","0.77"
"Sep 18, 2015","17,409.15","17,184.25","17,602.00","17,156.20","101.96M","2.62"
"Sep 16, 2015","16,964.85","16,885.20","17,015.75","16,780.15","56.13M","1.35"
"Sep 15, 2015","16,739.55","16,905.80","16,919.45","16,681.55","62.04M","-1.02"
"Sep 14, 2015","16,911.80","16,596.50","16,937.90","16,525.15","50.04M","1.80"
"Sep 11, 2015","16,612.60","16,682.25","16,781.15","16,518.80","62.31M","0.09"
"Sep 10, 2015","16,597.65","16,351.75","16,711.55","16,192.25","62.60M","-0.20"
"Sep 09, 2015","16,631.50","16,658.35","16,781.55","16,462.45","86.17M","1.72"
"Sep 08, 2015","16,350.95","15,888.50","16,419.00","15,819.55","82.22M","3.55"
"Sep 07, 2015","15,790.10","16,222.20","16,273.35","15,762.20","70.99M","-2.10"
"Sep 04, 2015","16,129.10","16,444.20","16,444.20","15,933.15","88.29M","-2.57"
"Sep 03, 2015","16,555.40","16,404.95","16,607.40","16,320.55","67.62M","1.86"
"Sep 02, 2015","16,252.70","16,703.95","16,714.50","16,218.65","92.26M","-1.68"
"Sep 01, 2015","16,530.30","16,983.80","16,983.80","16,436.85","82.81M","-3.59"
"Aug 31, 2015","17,146.55","17,137.25","17,353.30","17,028.90","69.19M","-0.38"
"Aug 28, 2015","17,211.95","17,425.30","17,569.80","17,099.80","76.59M","-0.01"
"Aug 27, 2015","17,214.40","17,175.65","17,249.50","17,061.85","115.47M","1.75"
"Aug 26, 2015","16,917.65","17,113.10","17,172.20","16,875.50","83.96M","-1.60"
"Aug 25, 2015","17,192.75","17,084.15","17,269.15","16,670.55","123.18M","2.27"
"Aug 24, 2015","16,811.80","17,446.35","17,446.35","16,740.70","138.31M","-6.90"
"Aug 21, 2015","18,057.20","17,978.25","18,118.80","17,842.10","86.61M","-1.24"
"Aug 20, 2015","18,283.10","18,533.25","18,711.35","18,219.90","76.75M","-2.25"
"Aug 19, 2015","18,703.25","18,753.45","18,803.50","18,636.10","54.37M","-0.41"
"Aug 18, 2015","18,780.85","18,862.15","18,874.10","18,595.50","81.71M","-0.22"
"Aug 17, 2015","18,822.05","18,763.05","18,896.45","18,580.65","122.69M","0.53"
"Aug 14, 2015","18,723.60","18,275.50","18,766.00","18,193.10","68.47M","3.02"
"Aug 13, 2015","18,175.40","18,211.50","18,359.25","18,080.50","56.50M","0.64"
"Aug 12, 2015","18,059.75","18,515.20","18,515.20","18,034.75","68.32M","-2.99"
"Aug 11, 2015","18,616.90","18,918.55","18,918.55","18,555.50","76.41M","-1.37"
"Aug 10, 2015","18,875.00","18,926.10","19,071.35","18,781.30","43.12M","-0.10"
"Aug 07, 2015","18,893.55","18,992.80","19,019.65","18,849.15","41.65M","-0.71"
"Aug 06, 2015","19,029.35","18,946.30","19,100.55","18,830.40","59.52M","0.53"
"Aug 05, 2015","18,928.55","19,047.30","19,103.70","18,868.65","67.02M","-0.23"
"Aug 04, 2015","18,972.60","18,968.25","19,067.35","18,758.90","104.13M","0.31"
"Aug 03, 2015","18,914.70","18,782.65","19,016.40","18,782.65","94.10M","0.99"
"Jul 31, 2015","18,729.85","18,489.85","18,828.85","18,474.80","117.41M","1.57"
"Jul 30, 2015","18,440.40","18,383.00","18,521.75","18,367.20","106.47M","0.64"
"Jul 29, 2015","18,323.40","18,331.55","18,383.65","18,264.30","54.58M","0.22"
"Jul 28, 2015","18,282.80","18,250.65","18,379.10","18,174.20","92.77M","0.38"
"Jul 27, 2015","18,213.05","18,566.55","18,566.55","18,187.45","48.34M","-2.27"
"Jul 24, 2015","18,635.85","18,832.45","18,860.75","18,613.55","59.85M","-1.21"
"Jul 23, 2015","18,865.00","18,990.85","19,091.45","18,819.25","41.29M","-0.69"
"Jul 22, 2015","18,997.00","18,683.30","19,038.15","18,613.60","45.25M","1.46"
"Jul 21, 2015","18,723.40","19,042.95","19,101.50","18,702.45","40.09M","-1.63"
"Jul 20, 2015","19,032.70","19,126.10","19,149.05","18,852.70","57.35M","-0.32"
"Jul 17, 2015","19,094.70","19,175.30","19,229.05","19,069.30","37.80M","-0.38"
"Jul 16, 2015","19,168.05","18,870.50","19,195.40","18,867.50","59.75M","1.87"
"Jul 15, 2015","18,816.25","18,801.50","18,894.90","18,773.90","39.32M","0.19"
"Jul 14, 2015","18,780.20","18,913.75","18,940.85","18,734.40","41.87M","-0.60"
"Jul 13, 2015","18,893.55","18,753.80","18,929.20","18,657.60","44.25M","0.93"
"Jul 10, 2015","18,719.80","18,584.95","18,767.80","18,534.55","47.37M","1.14"
"Jul 09, 2015","18,508.70","18,442.15","18,584.00","18,409.20","40.16M","0.25"
"Jul 08, 2015","18,463.15","18,579.65","18,669.45","18,402.85","61.69M","-1.78"
"Jul 07, 2015","18,798.50","18,794.10","18,980.65","18,713.15","46.34M","-0.14"
"Jul 06, 2015","18,825.15","18,488.35","18,855.90","18,417.35","42.77M","0.51"
"Jul 03, 2015","18,729.65","18,535.70","18,756.65","18,535.70","37.53M","0.78"
"Jul 02, 2015","18,585.55","18,605.10","18,642.85","18,513.30","46.60M","0.02"
"Jul 01, 2015","18,581.60","18,275.60","18,629.15","18,261.90","58.56M","1.56"
"Jun 30, 2015","18,296.10","18,204.85","18,342.50","18,086.80","57.09M","0.30"
"Jun 29, 2015","18,241.25","17,962.50","18,291.75","17,821.90","56.45M","-0.71"
"Jun 26, 2015","18,371.50","18,461.60","18,461.60","18,199.25","51.90M","-0.66"
"Jun 25, 2015","18,492.90","18,312.85","18,539.15","18,278.70","83.58M","0.69"
"Jun 24, 2015","18,365.55","18,403.90","18,499.75","18,304.95","50.18M","-0.14"
"Jun 23, 2015","18,391.35","18,414.55","18,499.60","18,287.25","61.66M","0.31"
"Jun 22, 2015","18,334.50","17,956.55","18,420.95","17,950.60","61.42M","2.54"
"Jun 19, 2015","17,880.85","17,758.95","17,935.30","17,730.70","45.31M","0.83"
"Jun 18, 2015","17,733.55","17,661.90","17,797.35","17,630.65","53.46M","0.85"
"Jun 17, 2015","17,584.05","17,681.20","17,692.55","17,533.45","50.12M","-0.10"
"Jun 16, 2015","17,602.45","17,368.45","17,651.90","17,293.45","47.54M","0.82"
"Jun 15, 2015","17,458.70","17,499.35","17,579.00","17,366.15","51.23M","-0.37"
"Jun 12, 2015","17,523.55","17,298.45","17,551.35","17,174.70","56.90M","1.27"
"Jun 11, 2015","17,304.40","17,819.60","17,821.90","17,264.20","75.50M","-2.28"
"Jun 10, 2015","17,707.25","17,485.90","17,782.00","17,485.90","49.73M","1.24"
"Jun 09, 2015","17,489.90","17,413.45","17,560.50","17,392.95","57.34M","0.33"
"Jun 08, 2015","17,432.60","17,542.50","17,561.40","17,358.45","61.73M","-0.66"
"Jun 05, 2015","17,549.25","17,679.90","17,786.50","17,506.25","59.92M","-0.96"
"Jun 04, 2015","17,719.20","17,757.35","17,777.90","17,469.65","68.05M","-0.01"
"Jun 03, 2015","17,721.40","17,978.15","17,978.15","17,567.20","73.48M","-1.42"
"Jun 02, 2015","17,977.30","18,656.05","18,656.05","17,932.30","66.80M","-3.44"
"Jun 01, 2015","18,617.00","18,721.15","18,832.50","18,598.70","35.76M","-0.56"
"May 29, 2015","18,721.35","18,486.40","18,751.20","18,461.45","58.09M","1.48"
"May 28, 2015","18,449.20","18,562.75","18,639.65","18,381.75","78.59M","-0.48"
"May 27, 2015","18,538.85","18,299.65","18,561.50","18,236.25","47.77M","1.14"
"May 26, 2015","18,329.30","18,339.10","18,378.20","18,226.00","35.18M","0.02"
"May 25, 2015","18,324.85","18,405.05","18,475.55","18,302.50","52.10M","-0.59"
"May 22, 2015","18,433.30","18,560.85","18,755.45","18,354.55","110.16M","-0.43"
"May 21, 2015","18,513.15","18,593.85","18,603.80","18,398.65","51.71M","-0.23"
"May 20, 2015","18,555.15","18,432.60","18,619.60","18,432.60","42.77M","0.95"
"May 19, 2015","18,380.40","18,364.90","18,556.05","18,296.75","54.67M","-0.23"
"May 18, 2015","18,422.95","18,274.60","18,439.70","18,213.75","46.17M","1.32"
"May 15, 2015","18,183.15","18,178.40","18,260.30","18,108.55","63.07M","0.37"
"May 14, 2015","18,116.20","18,071.00","18,156.95","17,806.10","54.45M","0.10"
"May 13, 2015","18,097.45","17,779.25","18,127.80","17,650.35","63.57M","2.66"
"May 12, 2015","17,628.65","18,193.55","18,193.55","17,597.75","69.37M","-3.14"
"May 11, 2015","18,199.75","17,921.15","18,240.65","17,841.75","108.50M","2.27"
"May 08, 2015","17,796.60","17,600.25","17,907.50","17,600.25","88.96M","2.42"
"May 07, 2015","17,376.90","17,751.40","17,751.40","17,246.55","60.25M","-2.37"
"May 06, 2015","17,799.55","18,436.90","18,580.10","17,757.70","66.73M","-3.64"
"May 05, 2015","18,471.45","18,500.00","18,563.05","18,396.80","39.42M","-0.16"
"May 04, 2015","18,501.30","18,417.50","18,586.30","18,350.95","38.83M","0.89"
"Apr 30, 2015","18,338.10","18,318.85","18,430.05","18,163.90","92.16M","0.19"
"Apr 29, 2015","18,302.65","18,255.80","18,431.90","18,202.40","60.01M","0.31"
"Apr 28, 2015","18,246.25","17,766.55","18,320.10","17,766.55","77.45M","2.69"
"Apr 27, 2015","17,767.60","18,063.60","18,075.70","17,738.90","66.54M","-1.30"
"Apr 24, 2015","18,001.90","18,290.75","18,290.75","17,916.80","52.29M","-1.34"
"Apr 23, 2015","18,245.60","18,350.35","18,433.80","18,143.75","56.98M","0.01"
"Apr 22, 2015","18,243.70","18,196.85","18,297.20","17,798.65","61.97M","0.76"
"Apr 21, 2015","18,105.75","18,102.30","18,328.35","18,036.90","53.18M","-0.04"
"Apr 20, 2015","18,112.75","18,386.25","18,500.30","17,984.65","57.29M","-1.27"
"Apr 17, 2015","18,345.55","18,618.50","18,625.75","18,321.75","57.30M","-1.56"
"Apr 16, 2015","18,637.05","18,731.65","18,731.65","18,504.70","55.61M","-0.42"
"Apr 15, 2015","18,716.30","18,848.65","19,038.50","18,615.85","66.39M","-0.44"
"Apr 13, 2015","18,798.25","18,842.25","18,890.65","18,708.30","43.77M","-0.01"
"Apr 10, 2015","18,800.85","18,869.85","18,896.50","18,724.95","54.22M","-0.40"
"Apr 09, 2015","18,875.85","18,523.35","18,894.75","18,401.45","72.68M","2.49"
"Apr 08, 2015","18,416.60","18,559.55","18,595.60","18,381.55","45.75M","-0.29"
"Apr 07, 2015","18,469.30","18,666.60","18,669.60","18,351.80","53.18M","-0.73"
"Apr 06, 2015","18,605.45","18,702.60","18,702.60","18,455.20","47.59M","-0.07"
"Apr 01, 2015","18,617.85","18,204.55","18,668.85","18,131.40","45.67M","2.26"
"Mar 31, 2015","18,206.65","18,424.10","18,494.35","18,158.55","57.95M","-0.84"
"Mar 30, 2015","18,361.80","18,160.20","18,393.25","18,089.45","50.87M","1.76"
"Mar 27, 2015","18,044.80","18,013.65","18,092.40","17,719.35","79.50M","1.20"
"Mar 26, 2015","17,831.65","18,138.80","18,224.10","17,729.10","104.06M","-2.61"
"Mar 25, 2015","18,310.10","18,364.30","18,433.00","18,271.60","53.99M","-0.12"
"Mar 24, 2015","18,331.45","18,348.35","18,546.25","18,289.75","62.69M","-0.64"
"Mar 23, 2015","18,449.00","18,695.05","18,696.70","18,409.90","42.99M","-0.85"
"Mar 20, 2015","18,606.35","18,778.80","18,782.95","18,541.50","62.96M","-1.09"
"Mar 19, 2015","18,811.15","19,345.70","19,373.45","18,739.85","51.68M","-1.76"
"Mar 18, 2015","19,147.25","19,080.25","19,234.40","18,937.25","59.06M","0.47"
"Mar 17, 2015","19,058.25","18,961.30","19,121.85","18,781.50","47.74M","1.17"
"Mar 16, 2015","18,837.35","18,786.65","18,912.85","18,688.00","48.15M","0.31"
"Mar 13, 2015","18,779.80","19,359.75","19,376.85","18,737.35","54.94M","-1.89"
"Mar 12, 2015","19,141.85","19,201.10","19,255.90","19,095.30","41.37M","0.51"
"Mar 11, 2015","19,044.00","19,050.30","19,181.80","18,917.90","55.36M","-0.05"
"Mar 10, 2015","19,054.40","19,170.30","19,271.80","18,915.10","57.60M","-0.48"
"Mar 09, 2015","19,145.55","19,545.25","19,545.25","19,112.65","53.04M","-3.05"
"Mar 05, 2015","19,748.00","19,605.60","19,830.35","19,398.75","59.88M","0.53"
"Mar 04, 2015","19,643.90","20,541.65","20,541.65","19,555.10","118.68M","-1.59"
"Mar 03, 2015","19,961.20","20,043.40","20,043.40","19,821.55","58.34M","-0.23"
"Mar 02, 2015","20,008.10","19,954.50","20,065.50","19,750.85","76.97M","1.61"
"Feb 28, 2015","19,691.20","19,306.50","19,776.90","19,023.55","100.39M","3.23"
"Feb 27, 2015","19,074.55","18,659.65","19,114.45","18,654.85","69.82M","2.89"
"Feb 26, 2015","18,538.10","18,781.40","18,795.10","18,489.60","76.88M","-1.04"
"Feb 25, 2015","18,733.05","18,969.20","19,069.15","18,700.20","54.23M","-0.80"
"Feb 24, 2015","18,883.80","18,940.45","19,022.15","18,737.75","59.15M","-0.16"
"Feb 23, 2015","18,913.40","19,199.15","19,219.75","18,835.35","51.09M","-0.84"
"Feb 20, 2015","19,073.55","19,157.30","19,307.80","18,882.25","63.84M","-0.60"
"Feb 19, 2015","19,188.30","19,296.15","19,377.45","18,876.25","53.87M","-0.56"
"Feb 18, 2015","19,296.50","19,226.40","19,389.80","19,171.90","46.74M","0.56"
"Feb 16, 2015","19,189.95","19,518.85","19,532.70","19,127.15","57.73M","-0.93"
"Feb 13, 2015","19,369.70","19,284.30","19,441.00","19,164.25","114.37M","1.26"
"Feb 12, 2015","19,128.60","19,073.45","19,176.80","18,739.85","71.08M","0.99"
"Feb 11, 2015","18,940.80","18,890.75","19,051.80","18,890.75","56.94M","1.00"
"Feb 10, 2015","18,752.50","18,242.95","18,933.70","18,226.90","95.14M","1.89"
"Feb 09, 2015","18,403.85","18,650.00","18,667.05","18,379.60","60.43M","-2.04"
"Feb 06, 2015","18,786.70","19,066.25","19,119.70","18,740.35","72.60M","-1.39"
"Feb 05, 2015","19,051.90","19,170.15","19,444.65","18,977.90","70.98M","-0.64"
"Feb 04, 2015","19,174.00","19,423.25","19,423.25","19,113.35","81.36M","-1.08"
"Feb 03, 2015","19,382.95","19,941.70","19,963.70","19,303.50","107.82M","-2.43"
"Feb 02, 2015","19,865.90","19,778.95","19,991.40","19,564.50","90.69M","0.11"
"Jan 30, 2015","19,843.75","20,600.65","20,600.65","19,732.45","120.25M","-3.34"
"Jan 29, 2015","20,528.60","20,475.70","20,579.00","20,338.95","74.66M","0.18"
"Jan 28, 2015","20,491.75","20,507.50","20,907.55","20,435.00","67.84M","-0.31"
